Assignee_Name,AC
"The United States of America, as Represented by the Secretary of the Air Force",The United Stated Of America As Represented By The Secretary Of The Air Force
The University of Akron,The University Of Akron
The University of Chicago,The University Of Chicago
The University of Connecticut,The University Of Connecticut
The University of Dayton,The University Of Dayton
"The University of Georgia Research Foundation, Inc.","The University Of Georgia Research Foundation, Inc."
The University of Iowa Research Foundation,The University Of Iowa Research Foundation
The University of Leeds,The University Of Leeds
The University of Manchester,The University Of Manchester
"The University of Maryland, College Park","The University Of Maryland, College Park"
The University of North Carolina at Chapel Hill,The University Of North Carolina At Chapel Hill
The University of North Carolina at Chapel Hill North Carolina State University,University Of North Carolina At Chapel Hill
The University of South Florida,The University Of South Florida
"The University of Texas System, Board of Regents",The University Of Texas System
THE UNIVERSITY OF TOKYO,The University Of Tokyo
The University of Tulsa,The University Of Tulsa
The University of Utah Research Foundation,The University Of Utah Research Foundation
The University of Western Australia,The University Of Western Australia
THE UNIVERSITY WESTERN AUSTRALIA,The University Of Western Australia
Thermal Ceramics UK Limited,Thermal Ceramics Uk Ltd
Thin Film Electronics ASA,Thin Film Electronics Asa.
Thin Film Electronics ASA.,Thin Film Electronics Asa.
"Thinika, LLC","Thinika, Llc"
"Three Bond Co., Ltd.","Three Bond Co., Ltd."
"THREEBOND CO., LTD.","Three Bond Co., Ltd."
"ThreeBond Co.,Ltd.","Three Bond Co., Ltd."
THYSSENKRUPP AG,Thyssenkrupp Ag
THYSSENKRUPP SYSTEM ENGINEERING GMBH,Thyssenkrupp System Engineering Gmbh
THYSSENKRUPP SYSTEM ENGINNERING GMBH,Thyssenkrupp System Engineering Gmbh
"Tianjin Ruisheng Huineng Technology Co., Ltd.","Tianjin Ruisheng Huineng Technology Co., Ltd."
TIANJIN UNIVERSITY,Tianjin University
Toa Nenryo Kogyo Kabushiki Kaisha,Toa Nenryo Kogyo K.K.
TOAGOSEI CO. LTD.,"Toagosei Co., Ltd."
"TOAGOSEI CO., LTD","Toagosei Co., Ltd."
"Toagosei Co., Ltd.","Toagosei Co., Ltd."
"Toho Gas Co., Ltd","Toho Gas Co., Ltd"
"Toho Gas Co., Ltd.","Toho Gas Co., Ltd"
"TOHO TITANIUM CO., LTD.","Toho Titanium Co., Ltd."
"TOHOKU TECHNO ARCH CO., LTD.","Tohoku Techno Arch Co., Ltd."
TOHOKU UNIVERSITY,Tohoku University
"Tokai Aluminum Fiol Co., Ltd.","Tokai Aluminum Fiol Co., Ltd."
"Tokai Rubber Industries, Ltd.","Tokai Rubber Industries., Ltd."
Tokuyama Corporation,Tokuyama Corp.
"TOKYO AHKA KOGYO CO., LTD.","Tokyo Ohka Kogyo Co., Ltd."
"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Co Holdings, Inc."
"TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED","Tokyo Electric Power Co Holdings, Inc."
"Tokyo Gas Co., Ltd.","Tokyo Gas Co., Ltd."
Tokyo Insititute of Technology,Tokyo Institute Of Technology
TOKYO INSTITURE OF TECHNOLOGY,Tokyo Institute Of Technology
Tokyo Institute of Technology,Tokyo Institute Of Technology
Tokyo Institute of Techonology,Tokyo Institute Of Technology
Tokyo Jidosha Kabushiki Kaisha,Tokyo Jidosha K.K.
Tokyo Metropolitan University,Tokyo Metropolitan University
"TOKYO OHKA KOGYO CO., LTD.","Tokyo Ohka Kogyo Co., Ltd."
"TOKYO OHKO KOGYO CO., LTD.","Tokyo Ohka Kogyo Co., Ltd."
TOKYO UNIVERSITY OF SCIENCE FOUNDATION,Tokyo University Of Science Foundation
Tonen Chemical Company,Tonen Chemical Co
Tonen Chemical Corporation,Tonen Chemical Co
Tongji University,Tongji University
TOPPAN Printing co. ltd,Toppan Printing Co. Ltd
"TOPPAN PRINTING CO., LTD.",Toppan Printing Co. Ltd
Toray Battery Separator Film Co. Ltd.,"Toray Battery Separator Film Co., Ltd."
"Toray Battery Separator Film Co., Ltd.","Toray Battery Separator Film Co., Ltd."
"Toray Industries, Inc.","Toray Industries, Inc."
Toray Tonen Specialty Separator Godo Kaisha,Toray Tonen Specialty Separator Godo Kaisha
"Toshiba Battery Co., Ltd.","Toshiba Battery Co., Ltd."
TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORPORATION,Toshiba Energy Systems & Solutions Corp
Toshiba Infrastructure Systems & Solutions Corporation,Toshiba Infrastructure Systems & Solutions Corp
"TOSHIBA MATERIALS CO., LTD.","Toshiba Materials Co.,Ltd."
"Toshiba Materials Co.,Ltd.","Toshiba Materials Co.,Ltd."
Total Energies Nouvelles Activites USA,Total Energies Nouvelles Activites Usa
Total Marketing Services,Total Marketing Services
Total S.A.,Total S.A.
Toto Ltd.,Toto Ltd.
"Touchstone Research Laboratory, Ltd.","Touchstone Research Laboratory, Ltd."
TOYO ALUMINIUM KABUSHIKI KAISHA,Toyo Aluminium K.K.
Toyo Boseki Kabushiki Kaisha,Toyo Boseki K.K.
"Toyo Roshi Kaisha, Ltd.","Toyo Roshi Kaisha, Ltd."
"TOYO TANSO CO., LTD.","Toyo Tanso Co., Ltd."
Toyohashi University of Technology ,Toyohashi University Of Technology 
"Toyota Auto Body Co., Ltd.","Toyota Auto Body Industries Co., Ltd."
TOYOTA BOSHOKU KABUSHIKI KAISHA,Toyota Boshoku K.K.
Toyota Jidosa Kabushiki Kaisha,Toyota Motor Corp
Toyota Jidosha Kabuhiki Kaisha,Toyota Motor Corp
TOYOTA JIDOSHA KABUSHIKI KadsAISHA,Toyota Motor Corp
Toyota Jidosha Kabushiki Kaisha,Toyota Motor Corp
TOYOTA JIDOSHA KABUSHIKI KAISHI,Toyota Motor Corp
TOYOTA JIDOSHA KABUSHIKI KASIHA,Toyota Motor Corp
TOYOTA JIDOSHA KABUSHIKI KSISHA,Toyota Motor Corp
TOYOTA JIDOSHA KABUSHIKIA KAISHA,Toyota Motor Corp
TOYOTA JIDOSHA KABUSHIKIKAISHA,Toyota Motor Corp
Toyota Jidoshi Kabushiki Kaisha,Toyota Motor Corp
Toyota Motor Corporation,Toyota Motor Corp
TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA INC.,"Toyota Motor Engineering & Manufacturing North America, Inc."
"Toyota Motor Engineering & Manufacturing North America, Inc.","Toyota Motor Engineering & Manufacturing North America, Inc."
"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA,INC.","Toyota Motor Engineering & Manufacturing North America, Inc."
TOYOTA MOTOR EUROPE,Toyota Motor Europe
"Toyota Research Institute, Inc.","Toyota Research Institute, Inc."
Toyota Shatai Kabushiki Kaisha,"Toyota Auto Body Industries Co., Ltd."
"Toyota Technical Center USA, Inc","Toyota Technical Center Usa, Inc"
TOYTA JIDOSHA KABUSHIKI KAISHA,Toyota Motor Corp.
Trans Ionics Corporation,Trans Ionics Corp.
"TRANSFERT PLUS, S.E.C.","Transfert Plus, S.E.C."
"Trekion Co., Ltd.","Trekion Co., Ltd."
Trenergi Corp.,Trenergi Corp.
TRENERGI CORPORATION,Trenergi Corp.
Treofan Germany GmbH & Co. KG,Treofan Germany Gmbh & Co. Kg
"Triad National Security, LLC","Triad National Security, Llc"
Trustees of Tufts College,Trustees Of Tufts College
Trustess of The University of Pennsylvania.,Trustees Of The University Of Pa
Tsinghua University,Tsinghua University
Tufts University,Tufts University
TUM CREATE LIMITED,Tum Create Ltd.
TYCO ELECTRONICS JAPAN G.K.,Tyco Electronics Japan G.K.
U.S. Army Research Laboratory,U.S. Army Research Laboratory
U.S. Department of Energy,U.S. Department Of Energy
U.S. Nanocorp Inc.,U.S. Nanocorp Inc.
"U.S. NANOCORP, INC.",U.S. Nanocorp Inc.
U.S. Philips Corporation,U.S. Philips Corp
U.S. The United States of America as represented by the United States Department of Energy,U.S. The United States Of America As Represented By The United States Department Of Energy
UBATT INC.,Ubatt Inc.
"UBE INDUESTIRES, LTD.","Ube Industries, Ltd."
Ube Industries Ltd.,"Ube Industries, Ltd."
"UBE INDUSTRIES, LTD","Ube Industries, Ltd."
"Ube Industries, Ltd.","Ube Industries, Ltd."
"UbeIndustries, Ltd.","Ube Industries, Ltd."
UCAR Carbon Technology Corporation,Ucar Carbon Technology Corp
UCAR Graph-Tech Inc.,Ucar Graph-Tech Inc.
"UChicago Argonne, LLC","Uchicago Argonne, Llc"
"UChicago Argonne, LLC., Operator of Argonne National Laboratory","Uchicago Argonne, Llc"
Uhde GmbH,Uhde Gmbh
ULSAN NATIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY,Ulsan National Institute Of Science And Technology
Ultracell Incorporated,"Ultracell, Inc."
"Ultracell, Inc.","Ultracell, Inc."
"Ultralife Batteries, Inc.","Ultralife Batteries, Inc."
"ULVAC, INC.","Ulvac, Inc."
UMD Office of Technology Commercialization,Umd Office Of Technology Commercialization
Umicore,Umicore Ag & Co. Kg
Umicore AG & Co KG,Umicore Ag & Co. Kg
Umicore AG & Co. KG,Umicore Ag & Co. Kg
Umicore AG &amp; Co. KG,Umicore Ag & Co. Kg
UMICORE KOREA LTD.,Umicore Korea Ltd.
"Uni-Chemical Co., Ltd.","Uni Chem Co.,Ltd."
"UNI-CHEMICAL., LTD.","Uni Chem Co.,Ltd."
Unilever PLC,Unilever Plc
UNIST (ULSAN NAT. INST. OF SCIENCE AND TECHNOLOGY),Ulsan National Institute Of Science And Technology
UNIST (ULSAN NATIONAL INSTITUTE OF SCIENCE AND TEC HNOLOGY),Ulsan National Institute Of Science And Technology
UNIST (ULSAN NATIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY),Ulsan National Institute Of Science And Technology
UNIST (ULSAN NATIONAL INSTITUTE SCIENCE AND TECHNOLOGY),Ulsan National Institute Of Science And Technology
UNIST Academy-Industry Research Corporation,Ulsan National Institute Of Science And Technology
UNIST(ULSAN NATIONAL INSTITUTE OF SCIENCE AND TECH NOLOGY),Ulsan National Institute Of Science And Technology
UNIST(ULSAN NATIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY),Ulsan National Institute Of Science And Technology
"Unitech Electronics Co., Ltd.","Unitech Electronics Co., Ltd."
United Kingdom Atomic Energy Authority,Uk Research And Innovation
UNITED KINGDOM RESEARCH AND INNOVATION,Uk Research And Innovation
united Research and Development Centre LLC,United Research And Development Centre Llc
United States Department of Energy,United States Department Of Energy
United States of America as represented by the Secretary of the Air Force,The United States Of America As Represented By The Secretary Of The Air Force
UNITED TECHNOLOGIES CORPORATION,United Technologies Corp
Unitika Ltd.,Unitika Ltd.
UNIVERSIDAD CARLOS III DE MADRID,Universidad Carlos Iii De Madrid
Universidade De Aveiro,Universidade De Aveiro
UNIVERSIDADE DO PORTO,Universidade Do Porto
UNIVERSITA' DEGLI DI ROMA,Università Degli Studi Di Roma
"UNIVERSITA' DEGLI STUDI DI ROMA ""LA SAPIENZA""",Università Degli Studi Di Roma
UNIVERSITA' DEGLI STUDI DI ROMA “LA SAPIENZA”,Università Degli Studi Di Roma
UNIVERSITAT POLITECNICA DE CATALUNYA,Universitat Politecnica De Catalunya
Universitat Seigen,Universität Siegen
Universitat Siegen,Universität Siegen
Universite Claude Bernard Lyon,Universite Claude Bernard Lyon
UNIVERSITE CLAUDE BERNARD LYON 1,Universite Claude Bernard Lyon
UNIVERSITE D'AIX MARSEILLE,Aix-Marseille Université
UNIVERSITE D'AIX-MARSEILLE,Aix-Marseille Université
Universite De Cergy Pontoise,L'Université De Cergy-Pontoise
UNIVERSITE DE CERGY-PONTOISE,L'Université De Cergy-Pontoise
UNIVERSITE DE MONTPELLIER,Université De Montpellier
Universite de Montreal,Université De Montréal
Université de Montréal,Université De Montréal
Universite de Nantes,Université De Nantes
Université de Nantes,Université De Nantes
UNIVERSITE DE VERSAILLES - SAINT-QUENTIN-EN- YVELINES,Université De Versailles Saint-Quentin-En-Yvelines.
UNIVERSITÉ DE VERSAILLES SAINT QUENTIN EN YVELINES,L'Université De Versailles-Saint-Quentin-En-Yvelines
UNIVERSITÉ DE VERSAILLES—SAINT-QUENTIN-EN-YVELINES,Université De Versailles Saint-Quentin-En-Yvelines.
UNIVERSITE GRENOBLE ALPES,Universite Grenoble Alpes
UNIVERSITE MONTPELLIER 2-SCIENCES ET TECHNIQUES,Universite Montpellier 2—Sciences Et Techniques
Universite Montpellier 2—Sciences et Techniques,Universite Montpellier 2—Sciences Et Techniques
UNIVERSITE PARIS-EST CRETEIL VAL DE MARNE (UPEC),Universite Paris-Est Creteil Val De Marne (Upec)
Universite Paul Sabatier Toulouse III,Université Toulouse Iii
Universitetet I Oslo,Universitetet I Oslo
UNIVERSITI BRUNEI DARUSSALAM,Universiti Brunei Darussalam
University College Cork,University College Cork
"University College Cork - National University of Ireland, Cork",University College Cork
University de Montreal,Université De Montréal
University of California,University Of California
"University of California, Los Angeles",University Of California
University of Central Florida Research Foundation Inc.,University Of Central Florida Research Foundation Inc.
"University of Central Florida Research Foundation, Inc.",University Of Central Florida Research Foundation Inc.
University of Chicago,The University Of Chicago
University of Cincinnati,University Of Cincinnati
University of Connecticut,University Of Connecticut
University of Dayton,University Of Dayton
University of Delaware,University Of Delaware
University of Florida Research Foundation Inc.,"University Of Florida Research Foundation, Inc."
"UNIVERSITY OF FLORIDA RESEARCH FOUNDATION, INC.","University Of Florida Research Foundation, Inc."
UNIVERSITY OF HOUSTON SYSTEM,University Of Houston System
University of Illinois,University Of Illinois
University of Iowa Research Foundation,University Of Iowa Research Foundation
UNIVERSITY OF KANSAS,University Of Kansas
UNIVERSITY OF LEEDS,University Of Leeds
University of Maryland,"The University Of Maryland, College Park"
University of Maryland Office of Technology Commercialization,Umd Office Of Technology Commercialization
"University of Maryland, College Park","The University Of Maryland, College Park"
"University of Marylnd, College Park",University Of Maryland
University of Massachusetts,University Of Massachusetts
University of Massachusetts a Massachusetts corporation,University Of Massachusetts
University of Melbourne,University Of Massachusetts
University of Ontario Institute of Technology,University Of Ontario Institute Of Technology
UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,University Of Pittsburgh - Of The Commonwealth System Of Higher Education
UNIVERSITY OF PITTSBURGH-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,University Of Pittsburgh - Of The Commonwealth System Of Higher Education
University of Reading,University Of Reading
University of Rochester,University Of Rochester
University of Seoul Industry Cooperation Foundation,University Of Seoul Industry Cooperation Foundation
UNIVERSITY OF SHANGHAI FOR SCIENCE AND TECHNOLOGY,University Of Shanghai For Science And Technology
University of Sheffield,University Of Sheffield
University of South Carolina,University Of South Carolina
University of South Florida,University Of South Florida
University of Southern California,University Of Southern California
UNIVERSITY OF TARTU,University Of Tartu
University of Tennessee Research Foundation,University Of Tennessee Research Foundation
University of the Witwatersrand,University Of The Witwatersrand
University of Utah Research Foundation,University Of Utah Research Foundation
University of Virginia Patent Foundation,University Of Virginia Patent Foundation
University of Waterloo,University Of Waterloo
University Of Wollongong,University Of Wollongong
UNIVERSITY OF YAMANASHI,University Of Yamanashi
UNIVERSITY PUBLIC CORPORATION OSAKA,University Public Corp Osaka
University-Industry Cooperation Group of Kyung Hee University,University-Industry Cooperation Group Of Kyung Hee University
Universty of Delaware,Universty Of Delaware
UNIVESITE D'AIX-MARSEILLE,L'Université D'Aix-Marseille
UOP LLC,Uop Llc
URBAN ELECTRIC POWER INC.,Urban Electric Power Inc.
Us Air Force,Us Air Force
US Oil Sands Inc.,Us Oil Sands Inc.
"US OIL SANDS, INC.",Us Oil Sands Inc.
"UT - Battelle, LLC","Ut-Battelle, Llc"
"UT Automotive Dearborn, Inc.","Ut Automotive Dearborn, Inc."
Utah State University,Utah State University
"UT-Battelle, LLC","Ut-Battelle, Llc"
"UTC Fuel Cells, LLC","Utc Fuel Cells, Llc"
UTC Power Corporation,Utc Power Corp
UTI Limited Partnership,Uti Lp
"Utility Global, Inc.","Utility Global, Inc."
"Valence Technology (Nevada), Inc.","Valence Technology, Inc."
Valence Technology Inc.,"Valence Technology, Inc."
"Valence Technology, Inc","Valence Technology, Inc."
"Valence Technology, Inc.","Valence Technology, Inc."
VANDERBILT UNIVERSITY,Vanderbilt University
Varta Batterie Aktiengesellschaft,Varta Batterie Ag
VARTA Microbattery GmbH,Varta Microbattery Gmbh
"VBI 2000, LLC","Vbi 2000, Llc."
"VBI 2000, LLC.","Vbi 2000, Llc."
Verily Life Sciences LLC,Verily Life Sciences Llc
"Versa Power Systems, Ltd.","Versa Power Systems, Ltd."
Vickers Shipbuilding and Engineering Limited,Vickers Shipbuilding And Engineering Ltd
Victrex Manufacturing Limited,Victrex Manufacturing Ltd
"VINATECH CO., LTD.","Vinatech Co., Ltd."
Virginia Commonwealth University,Virginia Commonwealth University
Virginia Tech Intellectual Properties Inc,"Virginia Tech Intellectual Properties, Inc."
"Virginia Tech Intellectual Properties, Inc.","Virginia Tech Intellectual Properties, Inc."
Vissers Battery Corporation,Vissers Battery Corp
"Vista Advance Technology Co., Ltd.","Vista Advance Technology Co., Ltd."
"Vital Signs, Inc.","Vital Signs, Inc."
Vlaamse Instelling Voor Technologisch Onderzoek,Vlaamse Instelling Voor Technologisch Onderzoek
Vodafone AG,Vodafone Ag
Volkswagen AG,Volkswagen Ag
VOLKSWAGEN AKTIENGESELLCHAFT,Volkswagen Aktiengesellchaft
Volkswagen Aktiengesellschaft,Volkswagen Ag
VOLT RESEARCH,Volkswagen Ag
"Volt Research, LLC","Volt Research, Llc"
W. L. Gore & Associates G.K.,"W. L. Gore & Associates, Inc."
"W. L. Gore & Associates, Co., Ltd.","W. L. Gore & Associates, Inc."
"W. L. Gore & Associates, Inc.","W. L. Gore & Associates, Inc."
"W. L. Gore & Associates, Inc. ","W. L. Gore & Associates, Inc."
W. R. Grace & Co.-Conn.,W. R. Grace & Co.-Conn.
"W.L. GORE & ASSOCIATES, CO., LTD.","W. L. Gore & Associates, Inc. "
"W.L. Gore & Associates, Inc.","W. L. Gore & Associates, Inc. "
"Wako Electronics Co., Ltd.","Wako Electronics Co., Ltd."
Washington State University,Washington State University
Washington State University Research Foundation,Washington State University Research Foundation
Washington University,Washington University
"WATT AGENT, LLC","Watt Agent, Llc"
WATT Fuel Cell Corp,Watt Fuel Cell Corp.
WATT Fuel Cell Corp.,Watt Fuel Cell Corp.
"WATTRII, Inc.","Wattrii, Inc."
WEARFONE OY,Wearfone Oy
Welldone Co,Welldone Co
Werner WEPPNER,Werner Weppner
West Virginia University,West Virginia University
WESTFALISCHE WILHELMS-UNIVERSITAT MUNSTER,Westfälische Wilhelms-Universität Münster
Westinghouse Electric Corp.,Westinghouse Electric Corp.
Westinghouse Electric Corporation,Westinghouse Electric Corp.
Wildcat Discovery Technologies Inc,"Wildcat Discovery Technologies, Inc."
"WILDCAT DISCOVERY TECHNOLOGIES, INC","Wildcat Discovery Technologies, Inc."
"WILDCAT DISCOVERY TECHNOLOGIES, INC.","Wildcat Discovery Technologies, Inc."
WILLIAM MARCH RICE UNIVERSITY,William Marsh Rice University
William Marsh Rice University,William Marsh Rice University
Wilson Greatbatch Ltd.,Wilson Greatbatch Ltd.
"Wilson Greatbatch Technologies, Inc.","Wilson Greatbatch Technologies, Inc."
Wisconsin Alumni Research Foundation,Wisconsin Alumni Research Foundation
Worcester Polytechnic Institute,Worcester Polytechnic Institute
World Minerals Inc,"World Minerals, Inc."
"World Minerals, Inc.","World Minerals, Inc."
"World Properties, Inc.","World Properties, Inc."
X DEVELOPMENT LLC,X Development Llc
Xcellsis GmbH,Xcellsis Gmbh
Xebec Adsorption Inc.,Xebec Adsorption Inc.
Xergy Inc,"Xergy, Inc."
Xergy Inc.,"Xergy, Inc."
Xergy Incorporated,"Xergy, Inc."
Xergy LTD,"Xergy, Inc."
"Xergy, Inc.","Xergy, Inc."
Xerion Advanced Battery Corp,Xerion Advanced Battery Corp.
XERION ADVANCED BATTERY CORP.,Xerion Advanced Battery Corp.
Yamaguchi University,Yamaguchi University
YAZAKI CORPORATION,Yazaki Corp
YKK Corporation,Ykk Corp
Yokohama National University,Yokohama National University
Yoshida Kogyo K.K.,Yoshida Kogyo K.K.
Yoshihiro ABE,Yoshihiro Abe
"YOULCHON CHEMICAL CO., LTD.","Youlchon Chemical Co., Ltd."
Yuan Ze University,Yuan Ze University
"Yuasa Battery Co., Ltd.","Yuasa Battery Co., Ltd."
Yuasa Battery Company Ltd.,"Yuasa Battery Co., Ltd."
Yuasa Corporation,Yuasa Corp.
YUGENKAISHA CHUSEIGIKEN,Yugenkaisha Chuseigiken
Yusasa Corporation,Yusasa Corp.
Zelos Energy Ltd,Zelos Energy Ltd.
Zelos Energy Ltd.,Zelos Energy Ltd.
Zenlabs Energy Inc,"Zenlabs Energy, Inc."
"Zenlabs Energy, Inc.","Zenlabs Energy, Inc."
Zentrum fur Sonnenenergie und Wasserstoff-Forschung Baden Wuetternberg Gemeinnuetzige Stiftung,Zentrum Fur Sonnenenergie Und Wasserstoff-Forschung Baden Wuetternberg Gemeinnuetzige Stiftung
Zeon Corp,Zeon Corp.
Zeon Corp.,Zeon Corp.
Zeon Corporation,Zeon Corp.
"Zettacore, Inc.","Zettacore, Inc."
Zhejiang Folta Technology Co Ltd,"Zhejiang Folta Technology Co., Ltd."
"Zhejiang Folta Technology Co., Ltd.","Zhejiang Folta Technology Co., Ltd."
Zhuhai Cosmx Battery Co Ltd,"Zhuhai Cosmx Battery Co., Ltd."
"Zhuhai CosMX Battery Co., Ltd.","Zhuhai Cosmx Battery Co., Ltd."
ZNANO LLC,"Znano, Llc"
Ztek Corp,Ztek Corp.
Ztek Corp.,Ztek Corp.
Ztek Corporation,Ztek Corp.
